"start","end","text"
"370920","372660"," I just wrote business."
"375170","377690"," I mean, I sold encyclopedias door to door."
"378430","382030"," I mean, I was a, a, a manager"
"382030","384930"," trainee for John's bargain store. "
"385450","387050"," People in this part of the country will"
"387050","387810"," know what that was."
"389890","392470"," You know, soup to nuts across the court,"
"392590","395230"," you know, delivering newspapers at five 30 in"
"395230","397530"," the morning, you know, stuffing groceries at the"
"397530","399530"," supermarket for a quarter a day or whatever"
"399530","401550"," the hell it was, you know, stuff like"
"401550","401930"," that."
"401990","403930"," But it all, I'm saying this for a"
"403930","404170"," reason. "
"404170","406070"," Nothing is an accident, folks."
"406490","407350"," Really nothing."
"407550","408870"," It's all predetermined. "
"409230","410170"," Nothing is an accident."
"411710","414770"," And so when did trading come into your"
"414770","415350"," sort of path?"
"415690","415870"," Yeah."
"416290","419370"," So I never traded a stock in my"
"419370","419610"," life. "
"419690","420290"," I didn't have the money."
"422070","424190"," I saw an ad in New York times"
"424190","426750"," that said, you know, wall street runner or"
"426750","428450"," whatever they called it."
"429730","431490"," I said, Oh, New York stock exchange. "
"431630","432610"," That's impressive to me."
"433470","433870"," Yeah."
"434930","436470"," I'm going to go and apply for this"
"436470","436810"," job. "
"437110","438670"," So I put on my Easter suit, the"
"438670","440810"," only suit I owned, and only came out"
"440810","444350"," once or twice a year and, and walked"
"444350","446990"," into the stock exchange, filled out an application,"
"447570","448190"," got hired."
"448330","449590"," I want to say one other thing."
"450590","451730"," And I want to say one other thing,"
"451750","453610"," because it's important the way things are supposed"
"453610","454310"," to work out. "
"454890","457970"," My first job interview was for an assistant"
"457970","459990"," accountant at a bookkeeping firm."
"460610","460790"," Okay."
"460970","463210"," And I didn't get the job, but the"
"463210","465290"," woman, I didn't get the job because I"
"465290","468210"," tested worse than the kid who was looking"
"468210","469170"," for the same job. "
"470010","472310"," And, but the HR person or whatever they"
"472310","474390"," were called in that day, came up to"
"474390","476330"," me and said, I'm sorry, but I have"
"476330","476970"," to hire the other."
"476970","479690"," He got higher on a test, but she"
"479690","481350"," said, I know I'm making a mistake."
"482010","483090"," And that was the end of that. "
"483630","484890"," Then I went to wall street."
"485530","487730"," Then I got this clerk, a job as"
"487730","488850"," a runner on the floor of the New"
"488850","489690"," York stock exchange."
"490030","490710"," That simple. "
"491090","493490"," But I remember one thing and one thing"
"493490","496510"," that no, I found the home when they"
"496510","498350"," suited me up, you had a special jacket,"
"498550","499110"," blah, blah, blah."
"499870","502770"," And then you walked into that trading room."
"502850","504590"," They escorted you into that room. "
"505810","508530"," It was like, it was like you got"
"508530","509350"," hit with a boulder."
"509870","511909"," I mean, the energy that came out of"
"511909","514090"," that room that I felt went through my"
"514090","516110"," bones from the toe to top of my"
"516110","518010"," head, down to my top of my bottom"
"518010","520510"," of my toes, man, it was stupid."
"520870","523790"," It was like, Oh my God, I had"
"523790","524550"," no idea. "
"525050","525630"," No idea."
"526830","527710"," And that was it."
"527890","529490"," I was hooked after that. "
"529590","530930"," I just did what I did."
"530990","532690"," I did my, I did my study and"
"532690","533790"," I did my due diligence."
"533790","535410"," I passed whatever I had to pass. "
"535730","537490"," I was not a great student in school."
"537670","538290"," I didn't care."
"538410","539770"," I didn't think they would teach me anything,"
"539870","540450"," quite frankly. "
"541410","543450"," And, you know, I, I rose through the"
"543450","545430"," ranks in New York stock exchange as a"
"545430","545710"," runner."
"545930","548490"," And then as a reporter, somebody who recorded"
"548490","550050"," all the sales that took place."
"550670","553190"," And after nine months, they offered me a"
"553190","555790"," job as a clerk, as a clerk. "
"557550","558470"," What is a clerk?"
"558530","560290"," A clerk is a trainee, but they work"
"560290","560910"," for a firm."
"561670","563870"," And that was a big step because that"
"563870","565890"," puts you on a level where you could"
"565890","568050"," start to advance if you were good enough"
"568050","568670"," to advance."
"569090","570350"," Nobody gave you anything. "
"571550","572910"," And I had a hard time."
"573110","575190"," I can tell you, honestly, I had a"
"575190","578190"," really hard time because I couldn't understand what"
"578190","578850"," a quote was."
"579130","580830"," I didn't understand what a bid and offer"
"580830","581210"," was. "
"581530","582470"," I really didn't."
"583430","586310"," I mean, I was a workaholic, but I"
"586310","586830"," did not."
"587070","588710"," I couldn't, I couldn't get it through. "
"589350","589610"," Okay."
"589970","592510"," So my boss at the time sent me"
"592510","594850"," up to the over-the-counter desk."
"595270","596210"," Over-the-counter. "
"596550","598430"," Over-the-counter was rock and roll."
"598530","599370"," There was no Nasdaq."
"599470","602590"," This was a thousand people making markets in"
"602590","604610"," every stock on a planet that wasn't listed"
"604610","605670"," on the New York Stock Exchange. "
"606030","608190"," And it was, this was, this was Dodge"
"608190","608490"," City."
"608610","609390"," Check your pockets."
"609390","610250"," I'll tell you that. "
"610830","612810"," It was Dodge City."
"613210","616270"," But when you were making markets, it was"
"616270","618770"," the best education I ever got because after"
"618770","622550"," that, it just all came together."
"622890","624790"," Down to the trading floor again. "
"626250","628750"," And just kept moving up on a trading"
"628750","631110"," floor, you know, where I was got the"
"631110","634970"," confidence of many, many different companies that called"
"634970","637870"," me, you know, to represent them, to be"
"637870","641030"," their clerk and to stuff like that."
"641750","643590"," One thing you really, you said there, which"
"643590","645970"," really stood out to me was nothing was"
"645970","648590"," ever handed to anyone on the floor."
"649070","650450"," Can you just speak on that a bit"
"650450","650710"," more?"
"651410","651630"," Yeah. "
"651670","654690"," I mean, look, I was never handed anything."
"654810","656610"," And, but the good news is that I"
"656610","657990"," didn't want to be handed anything."
"658290","660110"," You know, I have a sibling that was"
"660110","662390"," handed everything, but I never wanted to be"
"662390","663810"," handed everything. "
"664070","665350"," I always wanted to earn it."
"665650","669110"," And so it fit my personality real well."
"669390","672610"," Because when you're competing against other people, the"
"672610","673570"," best comes out. "
"674010","675470"," And if you, and if you know the"
"675470","677310"," job that you could do, and if you"
"677310","679410"," know what you're capable of doing, and you"
"679410","682130"," have confidence in what you're doing, you are"
"682130","683730"," going to beat these other people."
"684210","685730"," And you know, I mean, that's the way"
"685730","686110"," it is."
"686390","687210"," That's capitalism. "
"687550","688150"," That's it."
"688670","689930"," You want to get a job, you want"
"689930","691890"," to do better than somebody else, you just"
"691890","693010"," do the best you can."
"693170","695570"," And you automatically better than somebody else, as"
"695570","697010"," long as you don't cheat along the way,"
"697230","698750"," as long as you put in the time. "
"699070","701510"," That's where the confidence comes from, putting in"
"701510","703650"," the time, you need to be a student"
"703650","704410"," of the game."
"705450","707330"," How important is that mindset going into something"
"707330","709770"," like the floor where, whether even at that"
"709770","711690"," time, people who would be entitled and think"
"711690","714750"," they deserved something, think they have done enough"
"714750","716490"," time, and therefore they should get something?"
"716690","717050"," Oh, sure."
"717090","718690"," I love though, I love to compete against"
"718690","720570"," those people, because that was easy stuff. "
"720570","721690"," It was just easy."
"722390","724690"," And especially on the floor, the New York"
"724690","727530"," Stock Exchange floor has a very high tradition"
"727530","729070"," in heritage, okay?"
"729150","731870"," The specialist system had lines of heritage."
"733150","737930"," Grandfathers, grandfathers, to sons, to sons, all right?"
"737950","741310"," And many of the specialist firms had heritage"
"741310","742690"," like that running through them. "
"742990","745350"," So conversely speaking, to answer your question, a"
"745350","749490"," lot of the offsprings of these senior people,"
"749630","752070"," if you will, they thought that this was"
"752070","752890"," easy life for them."
"753090","756410"," They already had money, they knew they were"
"756410","756990"," getting money."
"757230","762610"," And so it's good to compete against those"
"762610","762930"," people. "
"763030","763890"," That's all I could say."
"764250","765890"," When you're a kid that comes from a"
"765890","768730"," rough neighborhood, and you're able to work your"
"768730","772170"," way up through it, and you find yourself"
"772170","775990"," in an arena where people think they deserve"
"775990","777830"," something, you stand out."
"779430","780770"," Going back to what you said about your"
"780770","783590"," sort of upbringing into the trading journey, you"
"783590","786550"," mentioned about essentially everything was winning and losing. "
"786850","788890"," Everything was trying to play those odds."
"789450","791530"," How important was that when you're coming into"
"791530","792410"," the New York Stock Exchange?"
"793010","795830"," Was it simply just some like almost familiar"
"795830","796330"," to you?"
"796410","797670"," Was it something that you just thought, this"
"797670","800450"," is just a larger game of what I've"
"800450","800970"," played before?"
"804970","806890"," Intellectually, at that point, no."
"808190","811750"," But somehow, some way, my system knew it. "
"812650","816090"," I did not recognize it at first."
"816550","817510"," I really did not."
"818010","820510"," It was, I don't know, a couple of"
"820510","822570"," years, two, three years where I started realizing,"
"823170","823710"," forget it. "
"823950","825870"," And I started moving up quicker than a"
"825870","827070"," lot of people were moving up."
"828190","830370"," And then I figured out, and the answer"
"830370","832250"," to your question is at one point, but"
"832250","833050"," not from the beginning."
"833570","834250"," Not from the beginning. "
"834410","836410"," I knew I belonged there because of the"
"836410","836770"," energy."
"837110","838830"," And I knew that's what drives me."
"838950","840710"," And that's what's always driven me, no matter"
"840710","841350"," what I did. "
"841850","844710"," So from that perspective, the energy was just,"
"845510","847830"," oh my God, this is my home."
"847890","848890"," This is where I belong."
"848890","853190"," And I remember, I said, wow, when I"
"853190","855410"," got my first job and I was making"
"855410","859470"," $60 a week, that was the pay in"
"859470","861590"," 1960, $65. "
"861790","865290"," $60 a week, I cleared $48.12. And"
"865290","866010"," that's what I remember."
"866450","869650"," And I remember also, I said to myself,"
"869830","871830"," wow, if I can make, my goal was"
"871830","873710"," to make $40,000 a year."
"874470","875570"," That was my goal. "
"876170","877770"," And now I'm dead serious."
"877850","879690"," That was my goal to make $40,000"
"879690","881590"," a year, which was a lot of money"
"881590","882190"," at that time."
"885170","886910"," In terms of, as you said, in terms"
"886910","888950"," of the energy, I'm sure there would have"
"888950","890010"," been people who would have gone there. "
"890070","891690"," And rather than energy, they would have said"
"891690","893370"," chaos, would have said something maybe more of"
"893370","895150"," a negative feeling because they couldn't handle it."
"895670","898690"," And what was it about you that felt"
"898690","899670"," that energy instead?"
"899810","901510"," What was it about the energy on the"
"901510","903730"," floor that really resonated with you and wanted"
"903730","904370"," you to be there?"
"904390","906890"," The gambling instincts, the gambling instincts."
"907550","909390"," There were two times I had that feeling"
"909390","910010"," in my life. "
"910810","915010"," Once, I was in a Marine Corps and"
"915010","918830"," stationed in 29 Palms, California, which is only"
"918830","920610"," two or three hours away from Las Vegas."
"921110","922390"," I'd never been to Las Vegas."
"922430","923190"," I'd never been anywhere. "
"924370","926670"," And the same feeling is when I walked"
"926670","928910"," into a Las Vegas casino."
"929370","932230"," But that was second to the New York"
"932230","932970"," Stock Exchange."
"933830","936950"," The gambling mecca of Las Vegas is second"
"936950","939530"," to the gambling that goes on every day"
"939530","941790"," and to what I did. "
"941950","943230"," Nothing comes close to that."
"943470","943630"," Nothing."
"945310","947650"," What would you say is the separation then"
"947650","949370"," between the gambling and the trading?"
"949630","951550"," I'm sure there were traders on the floor"
"951550","953370"," who were so emotional that you could call"
"953370","953790"," it gambling. "
"953790","957030"," Then what would separate those from the traders"
"957030","958010"," to the gamblers?"
"958290","960490"," Profitable trading really boils down to two things,"
"960870","963010"," opportunity and volatility."
"963330","964970"," And that is why the podcast has partnered"
"964970","966210"," with Market Journal."
"966570","969450"," Because between the years 2016 and 2020, the"
"969450","971750"," amount of opportunity that was available, as well"
"971750","973890"," as volatility to take advantage of, was at"
"973890","974830"," the highest it's ever been. "
"974950","976750"," And all of that really pointed towards one"
"976750","978470"," man, President Donald Trump."
"978790","980710"," During his period in office, all it took"
"980710","982570"," was one tweet, and that would present so"
"982570","984990"," much volatility and the right traders would take"
"984990","987230"," advantage of that and would create their record"
"987230","988010"," P&Ls."
"988170","989710"," And that is why those same traders are"
"989710","992850"," so excited for this new period between 2025"
"992850","997050"," to 2029 when we have President Donald Trump"
"997050","997930"," back in office. "
"998270","999910"," Now, Market Journal is going to give you"
"999910","1003330"," the weekly insights you need across crypto, forex,"
"1003530","1005170"," futures and the stock market."
"1005370","1007350"," So regardless of what happens, whether it's a"
"1007350","1010030"," tweet, a particular stock running up hundreds of"
"1010030","1013110"," percent, whatever volatility and opportunity that Market Journal"
"1013110","1015230"," can identify, it is going to share with"
"1015230","1016630"," you every single week."
"1016730","1019250"," So you can purely focus on taking advantage"
"1019250","1022270"," of those opportunities and taking advantage of that"
"1022270","1024550"," volatility to create your record P&L. "
"1024810","1027470"," Now, Market Journal is absolutely free."
"1027589","1028770"," All you do is click the link in"
"1028770","1031130"," the description below, put in your email, and"
"1031130","1033550"," you will receive key updates on the markets"
"1033550","1035210"," every single week."
"1035390","1037190"," So you are always up to date with"
"1037190","1039770"," what's going on and ready to execute when"
"1039770","1040609"," the time is right. "
"1040770","1041750"," Links in description below."
"1042050","1043490"," Thank you for enjoying this episode."
"1044790","1045890"," Let's take a break for a minute there,"
"1045930","1046770"," guys, because I want to let you know"
"1046770","1047790"," about one of our sponsors. "
"1047970","1050250"," Alpha Futures is offering the best one step"
"1050250","1052390"," evaluations in the industry."
"1052590","1054270"," And in the month of December, they have"
"1054270","1055490"," no activation fees."
"1055670","1057810"," They have the largest end of day based"
"1057810","1060310"," drawdowns in the entire industry with up to"
"1060310","1063570"," 90% profit split and lightning fast payout"
"1063570","1066950"," speeds and offering advanced and standard accounts to"
"1066950","1068030"," fit your needs. "
"1068030","1070910"," Alpha Futures is truly offering the most elite"
"1070910","1074470"," plans for the lowest total cost to entry"
"1074470","1075410"," in the industry."
"1075610","1077910"," You can start as low as $79."
"1078710","1081030"," And thanks to the podcast using code RIZ,"
"1081170","1083090"," R I Z, you can get 20%"
"1083090","1085190"," off any of those challenges. "
"1085530","1086850"," Go to the link in the description below."
"1087170","1088230"," And let's get back to the episode."
"1088890","1089910"," Gamblers take risk. "
"1090190","1091710"," I say it to my in my sessions"
"1091710","1092450"," all the time."
"1092870","1094390"," Folks, we're not here to gamble, okay?"
"1094970","1095830"," We're not here to gamble."
"1096250","1098350"," If you're in a Las Vegas casino, they"
"1098350","1100330"," don't want you in there if you win"
"1100330","1104050"," 58.9% of the time, okay?"
"1104190","1105910"," They don't want you in there, all right?"
"1106510","1113350"," I take pride in figuring out the nuances"
"1113350","1115710"," that lead to a trading decision, and there"
"1115710","1117350"," are a lot of them, and they change"
"1117350","1117770"," rapidly. "
"1118010","1119050"," They don't stay the same."
"1119570","1120670"," You can go in and gamble in a"
"1120670","1123350"," Las Vegas casino, and you know what the"
"1123350","1123850"," odds are."
"1123990","1124710"," You know what you're doing. "
"1125410","1126890"," You know you have a disadvantage."
"1127110","1129170"," You're every bet except one in a whole"
"1129170","1131110"," casino where the house does not have an"
"1131110","1131550"," advantage."
"1131950","1133150"," But I say it all the time. "
"1133430","1135190"," I say, look, I'm not here to gamble."
"1135650","1137430"," I said, don't laugh because I'm dead serious."
"1137530","1138230"," I'm not here to gamble. "
"1138770","1141970"," I am here to make a bet, and"
"1141970","1143750"," I'm here to be on the right side"
"1143750","1145110"," of the percentages of that bet."
"1145310","1146550"," I said, that's what I do, folks."
"1146590","1148130"," That's what you're paying me for. "
"1148210","1149850"," That's why you're in these sessions, and that's"
"1149850","1150290"," what I do."
"1150630","1151650"," So what's the difference?"
"1151770","1153270"," I'm not a gambler."
"1153470","1154270"," I'm not a gambler. "
"1154350","1159690"," I'm a technical player that slices and dices"
"1159690","1166170"," everything that goes on a daily basis, on"
"1166170","1167510"," a second-to-second basis."
"1168270","1169890"," Slices and dices, they can come up with"
"1169890","1171850"," an advantage, at least what I feel is"
"1171850","1174990"," an advantage, and then make the play."
"1177390","1179570"," In terms of that, though, the differences between"
"1179570","1182330"," when you started your career and you're starting"
"1182330","1184250"," your career as a trader in the pits"
"1184250","1186590"," and within that energy in the room and"
"1186590","1188190"," the other traders in the room, you're able"
"1188190","1189690"," to read the order flow in the room"
"1189690","1191490"," because it's happening there and then in the"
"1191490","1195070"," room, versus today where you're trading from screens"
"1195070","1195550"," remotely. "
"1196270","1197530"," If you want to read the order flow,"
"1197590","1199370"," you're using level two charts, for example."
"1199370","1202950"," You're not really getting that emotion, direct emotion."
"1203430","1206510"," But as someone with your experience, potentially you're"
"1206510","1208210"," getting that from the actual candlesticks and the"
"1208210","1210350"," way that the moves are printing within the"
"1210350","1212930"," technicals versus what it used to be in"
"1212930","1213310"," the pits. "
"1213470","1215390"," Is there similarities that bridge the two?"
"1216330","1217470"," Well, yeah, there is."
"1217610","1218130"," There is."
"1218270","1220310"," Again, the specialist system was prominent. "
"1220490","1221770"," They dictated the flow."
"1222250","1223890"," They had the buy and sell orders that"
"1223890","1225930"," were above and below the market on what's"
"1225930","1227370"," called a specialist book."
"1228590","1231370"," And depending on the level of player you"
"1231370","1235070"," were, i.e. the size of order flow"
"1235070","1237530"," you used to have, when you went into"
"1237530","1240970"," a specific trading crowd, you want to know"
"1240970","1242270"," where the supply and demand is. "
"1242650","1244050"," Now, that wasn't public knowledge."
"1244550","1246870"," But if you were a sizable player and"
"1246870","1249350"," had sizable order flow and you went into"
"1249350","1251750"," a trading stock, they know you meant business."
"1252190","1257150"," And so they would help you and speak"
"1257150","1259390"," to you about where the order flow was,"
"1259470","1261470"," where was the supply, where was the demand. "
"1261970","1263630"," If you had a large buy order, you"
"1263630","1265630"," wanted to know where the supply was and"
"1265630","1266430"," vice versa."
"1267090","1271850"," So in this day and age, there are"
"1271850","1273930"," different ways to navigate that."
"1274430","1276830"," And one of them is there's a superdome"
"1276830","1280130"," that we have and display every day on"
"1280130","1280730"," our sessions. "
"1281150","1282110"," And it's a superdome."
"1282530","1285090"," And a lot of the firms offer these"
"1285090","1287030"," domes, but these domes are not."
"1287030","1289110"," This is a superdome. "
"1289530","1292490"," And it shows the size of the order"
"1292490","1295810"," imbalances, depends what bar you're in."
"1295850","1297350"," But if you're on a NASDAQ bar, it's"
"1297350","1299070"," 3,000 ticks I have set up."
"1299450","1301770"," And 3,000 ticks will show in a"
"1301770","1303930"," 3,000 tick bar, it will show you"
"1303930","1307290"," the order imbalances with the size, with the"
"1307290","1307670"," sizes. "
"1307950","1308890"," So you see."
"1308970","1311010"," And you see the NASDAQ size coming in"
"1311010","1312950"," and blue imbalance orders in size."
"1312950","1315530"," And it gives you a little bit of"
"1315530","1315830"," an edge. "
"1315990","1316270"," Why?"
"1316610","1319770"," If I see the market shooting up, I"
"1319770","1320850"," mean, I left early today."
"1321190","1322770"," But if you see the market shooting up,"
"1322810","1325370"," it's at a high, an intraday cycle high,"
"1325470","1326130"," high, high."
"1326990","1330230"," And you see the superdome light up with"
"1330230","1331410"," blue imbalance orders. "
"1332690","1334870"," I'm watching that very closely because I know"
"1334870","1337790"," these buy orders, these buyers here, they're long"
"1337790","1338490"," at the top."
"1338730","1340770"," So number one, I know that it's going"
"1340770","1342850"," to be a difficult world to really break"
"1342850","1344010"," out if you want to get short."
"1344190","1344910"," I know that. "
"1345290","1347630"," And I do know also that I'm going"
"1347630","1350310"," to be covering my short when these people"
"1350310","1351710"," start to puke if they're wrong."
"1352330","1354050"," And so that's an edge."
"1354510","1355950"," And we have a superdome. "
"1356070","1356870"," It's expensive."
"1358510","1362210"," It's not proprietary to us, but we own"
"1362210","1362490"," it."
"1363990","1366150"," And I don't know anybody else that has"
"1366150","1366830"," this superdome. "
"1366950","1367590"," I really don't."
"1367810","1370350"," So that's relative to the specialist book."
"1371470","1374590"," And not everybody in my era or eras"
"1374590","1377070"," well before me and after me, for that"
"1377070","1379690"," matter, the specialist book was the Bible. "
"1380050","1382350"," Because you don't want to look like an"
"1382350","1385430"," idiot by buying into a large seller that's"
"1385430","1388170"," just slightly above the market and vice versa"
"1388170","1388850"," on the downside."
"1389670","1391190"," You don't want to sell into a huge"
"1391190","1391690"," buyer."
"1392550","1397150"," So edges like that, it comes from the"
"1397150","1398170"," experience level. "
"1398990","1401350"," And so I think very interesting what you"
"1401350","1403250"," said there in terms of that, like, depending"
"1403250","1405030"," on you and the size that you're sort"
"1405030","1407830"," of fulfilling and essentially your track record, if"
"1407830","1408170"," you will."
"1408410","1409810"," There's a lot of talk about track record"
"1409810","1411830"," nowadays about traders, you know, trying to acquire"
"1411830","1413630"," them, whether it's to get capital, to prove"
"1413630","1414490"," themselves as traders."
"1415030","1416850"," But the same happened back in the pit. "
"1416910","1419490"," If you didn't have the performance behind you"
"1419490","1421010"," to be able to handle that size, no"
"1421010","1422290"," one was going to give you that size."
"1422710","1423910"," So for you to be able to get"
"1423910","1425710"," the size that you got, you showed the"
"1425710","1427470"," skill set, the track record to be able"
"1427470","1429590"," to handle it and then continue to perform"
"1429590","1430110"," to this day."
"1430510","1431310"," 100 percent. "
"1431590","1432970"," I mean, that's just the fact of the"
"1432970","1433170"," matter."
"1433410","1435310"," And, you know, I speak to my I"
"1435310","1438170"," speak to my subscribers all the time about"
"1438170","1441110"," the volume weighted average and, you know, the"
"1441110","1443610"," 80 percent of the order flow that comes"
"1443610","1446310"," down today, the volume weighted average is a"
"1446310","1447050"," huge factor."
"1447050","1447570"," Why?"
"1448090","1452890"," Because the size of the positions today with"
"1452890","1454690"," the amount of money on the management, you"
"1454690","1457190"," can't have a million share position if you're"
"1457190","1459450"," managing 10 billion dollars or 20 billion. "
"1459770","1463530"," Your positions are 20 million shares, 30 million"
"1463530","1464050"," shares."
"1464810","1464910"," OK."
