"start","end","text"
"425860","428360"," So we just identified a supply zone."
"428620","431240"," We see that and know, ah institutions, I"
"431240","431840"," got you."
"431840","435300"," The people who lose, the novice retail crowd"
"435300","438420"," that loses, always makes that clear mistake. "
"438760","440960"," The buyers here are making this mistake."
"441280","444680"," They're buying after rallying price and buying after"
"444680","446920"," rallying price is not a smart thing to"
"446920","447120"," do."
"447380","449360"," You would never do that in any other"
"449360","451300"," part of your life and be successful. "
"451580","454480"," The fact that price drops as it does"
"454480","458080"," here, tell us that supply exceeds demand at"
"458080","459760"," the origin of that drop."
"460020","462160"," So we apply what we learned to do"
"462160","464340"," is to wrap two lines around that level,"
"464680","467680"," proximal and distal line, highlight the area with"
"467680","470700"," the yellow box, and carry that level forward."
"471060","473980"," Bottom line, we are creating a supply zone. "
"474260","476320"," So we wait for price to come back"
"476320","478840"," into that area, and then we engage."
"479060","481780"," Because we also know that the banks and"
"481780","485380"," institutions who sold up here couldn't sell everything"
"485380","488200"," they wanted to sell, otherwise price would have"
"488200","490480"," never dropped in such a strong fashion."
"490660","490960"," Correct?"
"491540","494740"," You understand the rational and psychology behind that. "
"494960","496920"," That's professional trading 101."
"497380","499200"," So let's continue with the leaked video."
"499500","500380"," Because it's legal. "
"500600","500800"," Right."
"501140","503560"," And it is a very quick way to"
"503560","505120"," make money and very satisfying."
"505620","505820"," Okay. "
"506780","508140"," By the way, no one else in the"
"508140","509300"," world would ever admit that, but I don't"
"509300","509520"," care."
"509660","510060"," That's right."
"510240","511000"," And you can say that here. "
"511059","511400"," I can't."
"511400","512280"," I'm not going to say it on TV."
"512280","515280"," A very quick and satisfying way to make"
"515280","516380"," money for institutions. "
"516620","516840"," Right."
"517100","520000"," And of course, banks and institutions will never"
"520000","522200"," say how they trade on TV."
"522559","523260"," Why would they?"
"523600","525460"," Thanks to the person who leaked the video,"
"525580","525760"," though. "
"526080","527760"," The hedge funds are positioned long short."
"528080","528200"," Okay."
"528200","529580"," Not just long, like mutual funds. "
"529820","532340"," Mutual funds have that one big risk."
"532680","534360"," They only can go long."
"534660","536840"," They can only make money when price is"
"536840","537500"," going up. "
"538000","540380"," Hedge funds, though, can make money on all"
"540380","540920"," directions."
"540920","542640"," You've really got to control the market."
"542840","543920"," You can't let it lift. "
"544020","545260"," When you get a research in motion, it's"
"545260","547320"," really important to use a lot of your"
"547320","549120"," firepower to knock that down because it's the"
"549120","550300"," fulcrum of the market today."
"550720","552720"," So let's say I were short."
"552820","553620"," What I would do is I would hit"
"553620","554580"," a lot of guys with RIM. "
"554820","557680"," So just to understand this contextual, when this"
"557680","561060"," video leaked a couple of years back, research"
"561060","563780"," in motion, so RIM was the stock symbol,"
"563920","566660"," was basically the Apple and NVIDIA of today."
"566920","569300"," Everybody was crazy about that stock."
"569560","570280"," What was it?"
"570860","573540"," Blackberry, the mobile phone company back in the"
"573540","573860"," days. "
"574160","575800"," Nobody's using Blackberry anymore."
"576120","578080"," But just a few years back, it was"
"578080","580600"," one of the most hyped stocks out there."
"580840","584920"," You can't create a yourself an impression that"
"584920","587080"," a stock's down, but you do it anyway"
"587080","588820"," because the SEC doesn't understand it. "
"588920","591600"," So I mean, that's the only sense that"
"591600","592460"," I would say this is illegal."
"592560","594320"," Now it's getting juicy."
"594680","595540"," Who is the SEC?"
"595920","597860"," Security and Exchange Commission. "
"598380","599120"," What's their duty?"
"599500","602960"," First of all, protect investors against fraudulent market"
"602960","603620"," manipulation."
"604040","607880"," And secondly, to maintain fair, orderly and efficient"
"607880","608640"," markets."
"609000","611180"," Why is he saying that they don't understand"
"611180","611520"," it?"
"611700","612940"," Who works at the SEC?"
"613440","616820"," Lawyers and economists, but not traders who understand"
"616820","618440"," the mechanics of the market. "
"618540","619940"," You would hit this guy and that guy"
"619940","621100"," when you would see an offering."
"621540","623400"," When you see a guy who's bidding, you'd"
"623400","624600"," wipe out that guy very quickly."
"624920","627540"," And what I used to do was called,"
"627640","629140"," if I wanted to go higher, I would"
"629140","630640"," take and bid, take and bid, take and"
"630640","630860"," bid. "
"632200","633820"," And if I wanted to go lower, I'd"
"633820","635080"," hit and offer, hit and offer, hit and"
"635080","635240"," offer."
"635520","636860"," So what is he doing here?"
"637040","638420"," Take and bid, take and bid."
"638740","640760"," The market is like a poker table. "
"641140","642140"," Money is circulating."
"642380","643680"," It's a zero-sum game."
"644040","646280"," For every buy transaction, you need a sell"
"646280","646860"," transaction. "
"647200","649260"," And for every sell transaction, you need a"
"649260","649960"," buy transaction."
"650460","652880"," You cannot buy if you don't have a"
"652880","654960"," seller on the other side and vice versa."
"655200","656820"," So what is he doing when he says"
"656820","657600"," take and bid?"
"657760","660260"," He's buying from a seller and he's buying"
"660260","662760"," from a seller and again and again until"
"662760","664820"," there's no seller left in the market. "
"665160","666820"," So what ultimately must happen?"
"667300","670940"," Demand exceeds supply, prices go up."
"671100","673020"," And when he says hit and offer, hit"
"673020","675620"," and offer, he's selling to a buyer and"
"675620","678200"," selling to a buyer again and again and"
"678200","680680"," again until there's no buyer left."
"681060","682440"," So what is the inevitable?"
"682880","685440"," Supply exceeds demand, price drops. "
"685780","687680"," And how come he can do all that?"
"687980","689240"," He's an institution."
"689620","690940"," He has the money."
"691180","692680"," He has the firepower. "
"692880","694320"," And I could get a stock like RIM"
"694320","696360"," for maybe, that might cost me 15, 20"
"696360","698880"," million, Annie, to knock RIM down."
"699160","700940"," But it would be fabulous because it would"
"700940","703320"," beleaguer all the moron longs who are also"
"703320","704460"," keen on research and motion."
"704580","706480"," Hey, hey, hey, hey, who is he referring"
"706480","707220"," to here?"
"707540","710720"," Who are the morons, the idiots, the novice"
"710720","713240"," traders, the ones that are watching his TV"
"713240","716000"," show every single day, the ones that are"
"716000","719400"," just blindly buying into price level where supply"
"719400","722540"," exceeds demand, the ones that are trading without"
"722540","725240"," plan and only trading out of greed. "
"725560","726760"," Then you would call the journal and you"
"726760","728580"," get the Bozo reporter on research and motion"
"728580","730360"," and you would feed that there's a palm's"
"730360","731460"," got a killer it's going to give away."
"731680","733320"," These are all the things you must do"
"733320","734120"," on a day like today."
"734180","735380"," And if you're not doing it, maybe you"
"735380","736020"," shouldn't be in the game. "
"736320","738660"," Now you see, we are getting into a"
"738660","741480"," territory where we have to ask the ethical"
"741480","744800"," question whether it is ethically right what banks"
"744800","746140"," and institutions are doing."
"746360","748400"," Because what is he doing?"
"748740","751980"," He's calling the Wall Street Journal and spreading"
"751980","755340"," fake news because they also know that people"
"755340","758220"," jump on news and buying and selling based"
"758220","759300"," on that information."
"759840","761940"," So when they want price to go up,"
"762260","763540"," they spread good news. "
"763700","765940"," And when they want price to go down,"
"766300","767960"," they spread negative news."
"768120","770360"," Or you could argue when they want to"
"770360","773680"," sell, they spread good news because good news"
"773680","774980"," makes people buy."
"775180","777540"," And if they want to sell, remember they"
"777540","778540"," need a buyer. "
"778900","780960"," Actually, they need a lot of buyers."
"781280","783140"," And how do they get a lot of"
"783140","785420"," buyers if they spread good news?"
"785660","787780"," Bottom line, we don't know why the media"
"787780","789760"," outlets release certain information."
"790040","793220"," We only know that they release it intentionally. "
"793760","796320"," That is why we can never make decisions"
"796320","797820"," based on that information."
"798240","801920"," This is all perception and therefore subjective."
"802280","804080"," I really hope this makes sense. "
"804380","806760"," And he's even saying if you don't do"
"806760","809600"," this as an institution, if you don't play"
"809600","812820"," this ethically questionable game, you shouldn't be in"
"812820","814340"," the market and play this game."
"814520","816060"," Yeah, Apple is very important to spread the"
"816060","820460"," rumor that both Verizon and AT&T have"
"820460","821540"," decided they don't like the phone."
"821700","823260"," It's a very easy one to do because"
"823260","824720"," it's also you want to spread the rumor"
"824720","825800"," that it's not going to be ready for"
"825800","826280"," Macworld. "
"826620","828220"," And this is very easy because the people"
"828220","830440"," who write about Apple want that story."
"831120","832840"," And you can claim that it's credible because"
"832840","833760"," you spoke to someone at Apple."
"833760","836800"," And of course, media outlets write about that"
"836800","837280"," stuff. "
"837560","840700"," So only extreme news, either really bad ones"
"840700","842420"," or extremely good ones sell."
"842760","844760"," Nobody reads mediocre, boring news."
"844840","846280"," So it's really an ideal short. "
"846440","847700"," You know, I think that's a very effective"
"847700","848800"," way to keep a stock down."
"848820","851860"," For him, this is an ideal short and"
"851860","854420"," a very effective way to keep a stock"
"854420","855040"," down."
"855180","856320"," You use a hat firm that doesn't know"
"856320","856780"," what that can do. "
"856840","859160"," Maybe go to UBS for puts and you"
"859160","860880"," just kind of create an image that there's"
"860880","862100"," going to be news next week."
"862260","863240"," What is he doing here?"
"863560","865920"," This is a little bit more complex, but"
"865920","869740"," he's selling stock options, puts to create the"
"869740","872580"," illusion that something is wrong with this stock."
"872960","874860"," So he's creating more bad news. "
"875040","877140"," But the funny part is he's saying that"
"877140","880480"," UBS, a very popular Swiss bank, has no"
"880480","882980"," clue what they're doing by letting him blaze"
"882980","884220"," these stock option orders."
"884480","886420"," What's important when you're in that hedge fund"
"886420","888860"," mode is to not do anything remotely truthful."
"889740","892480"," Because the truth is so against your view"
"892480","894680"," that it's important to create a new truth"
"894680","895620"," to develop a fiction. "
"895680","899140"," With all the news, the institutions are spreading."
"899340","901940"," They create a new truth for the public."
"902320","904320"," They actually develop a fiction. "
"904660","906000"," It's just like propaganda."
"906460","909740"," The banks and institutions have the power, the"
"909740","912260"," influence to make the public think what they"
"912260","913460"," want them to think."
"913620","915880"," And they fully take advantage of that. "
"916000","917720"," You're talking about the mechanics of the market."
"918100","919160"," Well, the mechanics are much more important than"
"919160","919460"," the fundamentals."
"919660","921080"," Okay, well, but in terms of the fundamentals,"
"921200","922480"," you've been writing about how you think..."
"922480","923060"," Who cares about the fundamentals?"
"923140","924800"," Research in Motion just blew out the courtroom. "
"924800","925020"," Right."
"925160","926200"," But look what people can do."
"926700","927800"," I mean, that's a fabulous thing. "
"927880","929000"," The great thing about the market is it"
"929000","930280"," has nothing to do with the actual stocks."
"930540","932300"," Well, what shall I say?"
"932680","934720"," He summarizes everything himself."
"935500","937600"," So if you have a lot of money,"
"937920","940660"," you can fill more orders and you can"
"940660","943360"," move the market in the direction you want"
"943360","943960"," it to be. "
"944360","946700"," That's how simple it is, basically."
"947120","949380"," In the stock market, since we are talking"
"949380","952380"," about the smallest market, you have hedge funds"
"952380","955400"," like Jim Gramer, who can easily move a"
"955400","956240"," single stock."
"956540","959380"," In the futures market, which is bigger, obviously,"
"959380","963060"," you have banks like HSBC, JP Morgan, and"
"963060","965060"," Goldman Sachs moving the market. "
"965360","967620"," And in the Forex market, which is the"
"967620","970700"," biggest of them all, you have entire countries,"
"971020","974840"," governments, central banks moving the market, and of"
"974840","976200"," course, banks as well."
"976520","977300"," Fun story."
"977460","979940"," When they were investigating the big banks in"
"979940","982720"," 2013 in the financial scandal known as the"
"982720","986060"," Forex probe, the investigators found out that the"
"986060","989520"," senior currency traders in these banks were colluding"
"989520","992800"," and discussing over chat rooms their orders, their"
"992800","995480"," trading volume, and competitive banks. "
"995920","998660"," These chat rooms had names such as the"
"998660","1001620"," cartel, the mafia, the bandits club."
"1001980","1003780"," What else needs to be said here?"
"1004000","1005340"," It's just fiction and fiction and fiction."
"1005520","1007160"," And I think it's important for people to"
"1007160","1009560"," recognize that the way that the market really"
"1009560","1009860"," works. "
"1009980","1011580"," I think this is a really good summary"
"1011580","1012780"," of the entire lesson."
"1013060","1015680"," It's all fiction, and people really have to"
"1015680","1017780"," open their eyes and start trading what is"
"1017780","1020680"," real and not what they feel, because this"
"1020680","1022740"," inevitably leads to failure."
"1023060","1025480"," And you basically just continue to fill the"
"1025480","1027680"," pockets of the banks and institutions. "
"1028079","1029980"," The solution is actually quite simple."
"1030260","1032900"," You cannot outsmart the market, and you also"
"1032900","1035119"," cannot win against banks and institutions."
"1035119","1037720"," So if you cannot win against them, then"
"1037720","1039859"," we have to trade with them. "
"1040220","1043440"," We have to copy them, emulate them, buy"
"1043440","1045619"," where they are buying, and sell where they"
"1045619","1047940"," are selling, and then we can also win."
"1048160","1050580"," Otherwise, we don't stand a chance."
"1051020","1052460"," That's it for today's video. "
"1052780","1055060"," If you liked the effort, hit the thumbs"
"1055060","1058140"," up, let the manipulators know this is not"
"1058140","1059300"," 2008 anymore."
"1059640","1060080"," Thank you."
"1060360","1061380"," Happy and safe trading. "
