"start","end","text"
"267580","268200"," Oh, absolutely. "
"268740","270140"," My parents are Holocaust survivors."
"270580","272060"," They found each other, fell in love and"
"272060","274700"," came to America and got their American dream."
"275080","277360"," So they were two people that really woke"
"277360","278100"," up with gratitude. "
"279100","281360"," You know, you can live in fear or"
"281360","282940"," you can live in faith and you can"
"282940","284640"," live in victim mode or you can live"
"284640","285140"," in gratitude."
"288330","291250"," What is your favorite indicator or indicators on"
"291250","291650"," a chart?"
"292030","293690"," Well, first of all, I'll tell you that"
"293690","296130"," the S&P 500 for me is the"
"296130","297350"," most exciting indices."
"297850","300150"," It is a basket of 500 stocks. "
"300310","302670"," It really sort of tracks the movement of"
"302670","304790"," the market and the economy in the globe."
"304890","305770"," And so I love that."
"305950","308230"," There are multiple indices that are super important,"
"308510","311030"," whether it's exponential moving averages, whether it's pivot"
"311030","313650"," points, whether it's the RSI, Relative Strength Index. "
"313650","315270"," You have to look at all of them"
"315270","315690"," together."
"316010","318130"," I would say moving averages and the RSI"
"318130","320350"," are the most important because they basically are"
"320350","320850"," the market."
"321350","323130"," They represent support and resistance. "
"323730","325590"," They represent oversold and overbought conditions."
"326090","327770"," So as a day trader, for those who"
"327770","330630"," day trade, that is the necessity to identify"
"330630","332650"," that to really get your most out of"
"332650","332970"," a trade."
"333250","336510"," My advice to day traders is don't make"
"336510","339210"," decisions based on economic data and earnings. "
"339650","341250"," Don't trade on FOMO and hype."
"344360","346700"," Who's Peter Tuchman outside of the trading floor?"
"346800","348160"," I used to run a record store in"
"348160","348940"," 1980."
"349260","350640"," Jazz was a big part of my world. "
"350860","352140"," I was also in the food business."
"352300","353920"," I had a hot sauce company back in"
"353920","354420"," the 90s."
"354540","355820"," Art is a big passion. "
"355940","357900"," I love to inspire and mentor young artists"
"357900","358340"," as well."
"358600","360240"," You know, I don't sleep that much."
"360300","362080"," I am the ambassador of the stock exchange"
"362080","362980"," in so many ways. "
"363340","364180"," This is my home."
"364320","366320"," I eat, drink, sleep, the stock market."
"366500","367480"," And so I'm glad we could let you"
"367480","367620"," in. "
