"start","end","text"
"244900","246480"," middle, almost pretty much."
"246480","248900"," And it's divided right at this section right"
"248900","249120"," here."
"249460","250540"," Why, you may ask?"
"250820","253560"," Well, that is because the weekly, the daily"
"253560","255920"," and the four hour is used for one"
"255920","257800"," part of the top down analysis. "
"258459","261160"," And then the two hour, the one hour"
"261160","264160"," and 15 and 30 minute is used for"
"264160","266780"," another part of the top down analysis."
"267300","269200"," So this part is going to be used"
"269200","272540"," for the trend to identify if the market"
"272540","274880"," is headed to the upside or the downside."
"274880","277600"," And then this part right here, which is"
"277600","279180"," the two hour, the one hour, the 30"
"279180","281060"," and the 15 minute is going to be"
"281060","284340"," used for the entry of the market that"
"284340","285640"," you're going to be executing. "
"286180","288260"," So you have a top down analysis to"
"288260","291060"," identify the trend and a top down analysis"
"291060","294340"," to identify the entry, which is actually very"
"294340","296080"," neat because this way you can actually build"
"296080","297420"," an edge and make more money."
"298080","299700"," So when you're doing a top down analysis,"
"299700","301460"," you want to start off on the weekly."
"301620","302700"," I have the monthly here. "
"302800","304220"," I don't use it as much anymore."
"304220","305660"," I kind of just look at it every"
"305660","307020"," once in a while just to refresh my"
"307020","309280"," memory from the beginning ways of my strategy,"
"309480","310880"," but I don't use it anymore to be"
"310880","311300"," profitable."
"311640","312600"," I haven't used it in a really long"
"312600","312840"," time. "
"313140","313760"," Just have it there."
"313840","315620"," It's kind of like a superstitious thing, right?"
"315740","316800"," Just, I like it."
"316880","317860"," So you want to start off on the"
"317860","318460"," weekly timeframe. "
"318880","320060"," So when you start off on the weekly"
"320060","322160"," timeframe in the markets, you're probably going to"
"322160","324620"," see a market that looks something like this."
"325060","327120"," You're going to see very big moves, not"
"327120","329520"," going to see a lot of rejections, you're"
"329520","330720"," not going to see a lot of movements."
"330820","332420"," It just looks like one big blob of"
"332420","332780"," a move. "
"332780","335380"," Simplest example I can show you is actively"
"335380","336920"," what the market has done right here."
"337060","338960"," It looks like one big blob."
"339120","340840"," So if I were to copy the most"
"340840","343580"," recent marked structure, it looks like one big"
"343580","344780"," move like this. "
"344900","348280"," Very easy to identify, not that hard to"
"348280","350500"," pretty much see what's going on, right?"
"350540","353240"," So this market, you can clearly tell that"
"353240","356180"," it was going from bearish to then bullish"
"356180","359780"," and that this market has shifted completely at"
"359780","360740"," this section right here."
"360740","363200"," Let me actually just delete this stuff so"
"363200","365100"," you can see how this market has gone"
"365100","367540"," from bearish to then bullish."
"367740","370400"," This market was creating lower lows and lower"
"370400","373000"," highs, and then we broke the structure level,"
"373140","374540"," making this a new higher high. "
"375020","379180"," Now we understand by doing a top down"
"379180","382040"," analysis that the weekly timeframe is bullish."
"382400","384240"," So it's going to look something like this."
"384560","387400"," Now, when we do a top down analysis,"
"387740","391440"," all we're doing is literally zooming in to"
"391440","394400"," the exact same price that you are seeing"
"394400","394820"," right here. "
"395240","397360"," So this same exact move that we have"
"397360","400680"," identified on the weekly timeframe that has shifted"
"400680","403260"," structure, when we go to the daily timeframe,"
"403460","407220"," all we literally do is just zoom in."
"407820","409080"," All we do is get a little bit"
"409080","409480"," closer."
"409860","411140"," And when we get a little bit closer,"
"411180","411680"," what happens?"
"411680","413480"," We start seeing a little bit more of"
"413480","415200"," the detail of what's going on in the"
"415200","415480"," market. "
"415980","418540"," So this exact same market move is what's"
"418540","419380"," going on right here."
"419840","421020"," And I'm just going to go down to"
"421020","423340"," the daily because I've already done the top"
"423340","424600"," parts of the analysis."
"424840","426240"," Now I'm going to start working my way"
"426240","426700"," down. "
"427300","429260"," And when I started from the top, I"
"429260","432400"," realized that this market is now going to"
"432400","434120"," the upside or this market is going to"
"434120","435560"," the downside, whatever the case is."
"435560","437620"," Then I go down to the daily timeframe"
"437620","441580"," and I notice that within this same exact"
"441580","445540"," market move, there is a lot of structure"
"445540","447400"," that is happening inside here."
"447620","449980"," So all I'm simply going to do is"
"449980","453400"," just draw out the structure points following the"
"453400","457280"," same weekly move that happened on the section"
"457280","458140"," to the upside. "
"458800","460740"," So if you notice, this is the same"
"460740","463440"," exact move right here on the weekly."
"463440","466940"," But now this is on the daily, so"
"466940","470040"," we can identify from a top down analysis"
"470040","472780"," why it's so important on doing it."
"472960","474520"," Because if we were to only look on"
"474520","476920"," the daily, this is what we would see"
"476920","478500"," and we would see a bunch of rubbish. "
"478500","480400"," We would see literally the market going up,"
"480460","481280"," down, up, down, up, down."
"481360","482400"," It's a bit confusing."
"482900","484380"," But then if we look at the weekly,"
"484460","486300"," we get a very clear indication of where"
"486300","488840"," the masses of the markets are actually heading. "
"489000","490920"," And this is actually very key because you"
"490920","492840"," could only focus on what matters."
"492840","494960"," Do you want to only take a day"
"494960","495220"," trade?"
"495400","496800"," Do you want to take an overall of"
"496800","497340"," a swing trade?"
"497620","498700"," Do you want to take a little scalp"
"498700","499020"," trade?"
"499120","501580"," This is very important because you can almost"
"501580","504000"," do a little bit of everything with the"
"504000","506100"," proper top down analysis confirmation."
"506480","507640"," Because if you were to look at this"
"507640","509900"," on the weekly, you would want to pretty"
"509900","513280"," much buy because this timeframe is currently bullish. "
"513740","515179"," But then if you were to look at"
"515179","517440"," this timeframe, you would tell that it is"
"517440","518100"," bearish."
"518120","520320"," Even though it's probably a beginner trader, this"
"520320","521159"," might look bullish."
"521179","522120"," It's actually bearish. "
"522120","524140"," You can see how the market was here,"
"524360","527860"," indeed, creating higher highs, higher lows, higher highs,"
"527960","530660"," higher lows, higher highs, higher lows, higher highs."
"531000","533440"," And then we had broken this previous higher"
"533440","536500"," low, making this market now bearish."
"536640","540200"," So we've identified that the daily timeframe is"
"540200","542180"," now shifting to the downside. "
"542480","544100"," And this can kind of make a little"
"544100","546220"," bit of sense because for the weekly timeframe,"
"546340","548440"," what this can create is an even deeper"
"548440","549040"," pullback."
"549300","551940"," So then the weekly timeframe can continue going"
"551940","553680"," to the upside, hypothetically."
"554160","556700"," But we know that the weekly could have"
"556700","560120"," that deeper pullback because the daily timeframe is"
"560120","563200"," now bearish and it's simply going bearish to"
"563200","566420"," give this weekly timeframe the deeper pullback so"
"566420","568280"," then it can have the push to the"
"568280","568540"," upside. "
"568780","571120"," So they're both doing the same move, but"
"571120","573680"," one's just pretty much taking the hit for"
"573680","575200"," the other one to have the actual move"
"575200","575640"," overall."
"575700","577820"," But this is all big hypothetical, right?"
"577820","580060"," This is basically what we're having right in"
"580060","581160"," front of us right now, and it is"
"581160","582420"," 100 percent a fact."
"582920","585060"," And that is that the weekly timeframe is"
"585060","587100"," a bullish and then that the daily timeframe"
"587100","588020"," is bearish. "
"588200","589680"," So as we're going through this top analysis,"
"589960","591720"," we're like, well, does it make more sense"
"591720","593320"," to buy or does it make more sense"
"593320","593760"," to sell?"
"594120","595040"," Well, as of right now, we have a"
"595040","597140"," 50 50 can't really get a clear indication."
"597320","598700"," That's why we have to go down now"
"598700","599660"," to the four hour."
"600140","602060"," So we're simply going to get the same"
"602060","605540"," exact market move from the daily timeframe right"
"605540","605820"," here. "
"606260","607880"," I'm going to put it right back into"
"607880","610240"," place just so we can pretty much confirm"
"610240","613140"," that all we are doing is just zooming"
"613140","613400"," in."
"613540","614740"," So we all agree that this is the"
"614740","615500"," market structure there."
"615840","617600"," Now we go down to the four hours. "
"617720","619060"," So we already started from the top and"
"619060","620500"," we're working our way down."
"620820","623700"," Now this is currently how this looks on"
"623700","625080"," the four hour timeframe."
"625720","628560"," So for example's purposes, I'm going to simply"
"628560","630580"," start it off from this point right here"
"630580","632820"," just because there's a lot of market structure"
"632820","635420"," and I can pretty much be on night"
"635420","638780"," identifying every single one of these structure points. "
"639160","642440"," So just going to follow every single higher,"
"642640","645140"," low and higher high that this market created"
"645140","647240"," along the way of it heading to the"
"647240","650440"," upside and every lower, lower, lower high that"
"650440","653380"," this market created heading to the downside."
"653740","654860"," So as you guys can see, you might"
"654860","656840"," look a little bit messy, but once I"
"656840","658180"," move it to the outside, you can see"
"658180","660360"," very clearly right here that came out from"
"660360","663040"," that four hour section and that this right"
"663040","665880"," here is the original daily structure move."
"666400","668960"," So we're making this very, very simple, very,"
"669040","669700"," very straightforward. "
"670400","672800"," This is what the top down analysis looks"
"672800","674600"," like on the weekly timeframe."
"675500","677540"," This is what the top down analysis looks"
"677540","679200"," like on the daily timeframe."
"679740","681760"," And now this is what the top down"
"681760","684620"," analysis looks like on the four hour timeframe. "
"684620","688100"," Everything you're seeing here is the exact same"
"688100","688660"," market."
"689020","691320"," As you can tell, it's been GBP USD"
"691320","692740"," the whole entire way."
"693260","694960"," The only thing that has changed is that"
"694960","697500"," we have gotten in closer and closer and"
"697500","700620"," closer to identify what makes more sense. "
"700800","702360"," Does it make more sense to buy or"
"702360","703580"," does it make more sense to sell?"
"703840","704960"," Because at the end of the day, the"
"704960","705960"," market's going to do two things."
"705960","707440"," It's either going to go up or it's"
"707440","707900"," going to go down."
"707960","710080"," We're simply trying to find an edge on"
"710080","711260"," where it makes the most sense that the"
"711260","712020"," market's going to go. "
"712020","714080"," And as of right now that we've identified"
"714080","718380"," the weekly timeframe as bullish and we've identified"
"718380","722100"," the daily timeframe as bearish, we can confirm"
"722100","726360"," that the four hour timeframe is also bearish."
"726420","726900"," Why?"
"727060","728160"," Maybe it's a beginner trader."
"728520","730660"," You can identify this as bullish, but it's"
"730660","733040"," actually the same exact concept as the daily"
"733040","733440"," timeframe. "
"734060","736640"," This market was creating beautiful higher lows and"
"736640","738540"," higher highs heading to the upside."
"738540","741320"," But then this was the last higher low,"
"741660","744540"," broke under that structure level, making the four"
"744540","746500"," hour timeframe now bearish."
"746680","748100"," So as you can see, this is the"
"748100","750540"," move that fits perfectly inside here. "
"750800","753460"," And this is the move that perfectly fits"
"753460","756240"," inside of this market structure right here."
"756520","759380"," So every single timeframe that we go down,"
"759420","761780"," we just get more in detail on what"
"761780","763820"," the hell the market is doing exactly."
"764220","766680"," This way we can find an edge on"
"766680","768120"," what decisions should we take. "
"768120","770360"," So based off of this right here, off"
"770360","772800"," of creating a top down analysis, my bias"
"772800","775920"," is already making more sense to enter a"
"775920","777760"," sell than to enter a buy."
"778040","778200"," Why?"
"778340","780560"," Because as I started from the top and"
"780560","782400"," I started working my way down with the"
"782400","786080"," top down analysis, it's clearly that two timeframes"
"786080","790000"," are going bearish versus one timeframe is bullish."
"790280","791420"," So as of right now, that is literally"
"791420","793800"," only the first half of top down analysis,"
"794000","796160"," which is going to be the weekly, the"
"796160","799620"," daily and the four hours to simply understand"
"799620","802140"," the trend of the market, where is the"
"802140","803820"," majority of the timeframes headed?"
"804040","805800"," So we can pretty much create an edge"
"805800","807800"," on that direction and take the trade that"
"807800","807980"," way. "
"808180","809800"," Now, this is what I do personally for"
"809800","813180"," myself to catch day trades, inter day trades"
"813180","814600"," and also swing trades."
"815040","816940"," Some of you scalpers out there, people that"
"816940","819600"," are taking even trade on the lower timeframes,"
"819960","821260"," you guys don't have to start on the"
"821260","821500"," weekly."
"821500","824300"," You guys can pretty much go daily four"
"824300","826580"," hour, two hour, and then you look for"
"826580","828920"," your entries from the lower timeframes down. "
"829540","831560"," I personally like the weekly, the day and"
"831560","834180"," the four hour simply because the higher timeframes"
"834180","837060"," are more respected than the lower timeframes."
"837120","837600"," Why?"
"837900","840920"," Well, it's because it takes the weekly a"
"840920","843740"," lot more time to create a structure point"
"843740","846220"," than it does on the one hour in"
"846220","847460"," order for the one hour to create a"
"847460","850140"," structure point can literally happen within four to"
"850140","852260"," five hours, which happens very often."
"852800","854320"," But on the weekly timeframe for it to"
"854320","856180"," create a structure point, it takes about four"
"856180","858380"," to five weeks to create the same structure"
"858380","858660"," point. "
"858960","860220"," So what do you think is going to"
"860220","862600"," have a stronger basis of holding price?"
"862880","865280"," Something that happens every four or five hours"
"865280","868280"," that can happen tens of times throughout the"
"868280","868520"," day."
"868800","871380"," Or do you think something that happens once"
"871380","873560"," every month to month and a half?"
"874000","875380"," It's pretty logical in my opinion."
"875380","877360"," That's why I stick to the stronger because"
"877360","878280"," at the end of the day, I want"
"878280","880360"," to put my money behind something that is"
"880360","881660"," going to give me more odds of making"
"881660","883120"," me money versus not. "
"883280","885280"," Just doesn't make sense in my mind."
"885780","887520"," So after we understand that this is the"
"887520","890400"," top down analysis for the trend of the"
"890400","892200"," markets, now we're going to go through the"
"892200","895360"," top down analysis of the entry part, which"
"895360","897100"," is very key because it's where a lot"
"897100","898560"," of traders pretty much just want to jump"
"898560","900460"," the gun and go straight into entering the"
"900460","900700"," market."
"901060","902960"," But they got to understand that before entering"
"902960","904900"," the market, they have to properly do a"
"904900","906740"," top down analysis to actually be able to"
"906740","907900"," execute a trade. "
"908340","910600"," So now that we understand that two of"
"910600","913300"," these timeframes are bearish, I'm just going to"
"913300","915280"," remove the one that's bullish because we're not"
"915280","917000"," interested in buying at all and we should"
"917000","918180"," not be interested in buying at all."
"918520","919620"," We don't want to take account to trend"
"919620","919920"," trade."
"920100","920840"," Makes no sense. "
"920920","921560"," It's a high risk trade."
"921860","923060"," So we're going to only look for reasons"
"923060","923580"," to sell."
"923960","926020"," So now that we have our two timeframes"
"926020","927820"," that are going to confirm to us that"
"927820","929640"," this is bearish, we're going to now look"
"929640","932680"," for entries on the two hour, the one"
"932680","935120"," hour, the 30 minute and the 15 minute. "
"935720","938440"," So what exactly are we looking for on"
"938440","940680"," these timeframes in order to take the trade?"
"941000","942800"," Now, this is literally where you're about to"
"942800","944540"," have a aha moment."
"944640","946760"," You're literally about to tell yourself, wow, I"
"946760","948680"," cannot believe that I have not been seeing"
"948680","949020"," this."
"949600","952120"," So like I think it's literally like been"
"952120","953040"," right in front of your face the whole"
"953040","953500"," entire time. "
"953500","958380"," And that is if we are selling, why"
"958380","962640"," don't we continue the selling top down analysis"
"962640","965140"," market structure on the entry points?"
"965560","966080"," What does that mean?"
"966340","966860"," Let me show you."
"967360","969900"," So if we are interested in selling this"
"969900","972080"," market right here, we know that this is"
"972080","974580"," what it looks like from the daily to"
"974580","975740"," the four hour here."
"976320","979720"," Now, this exact same market structure, let's say"
"979720","983320"," hypothetically on the 30 minutes to show you"
"983320","985720"," guys very simply with the same exact market"
"985720","986820"," that we're currently using. "
"987220","989440"," You can see that on the 30 minute,"
"989540","992180"," it's going to look very, very different."
"992580","994560"," Let me just bring this here, put it"
"994560","995820"," back on where the market is."
"996000","997380"," So we know that we're exactly on the"
"997380","999700"," same market that we drew up in this"
"999700","1000740"," section right here. "
"1001200","1002580"," Now, this is just back on this area."
"1002660","1004260"," So let's look at it on the 30"
"1004260","1004580"," minutes."
"1005080","1007420"," So if we go on the 30 minute"
"1007420","1009780"," timeframe, you can see how we're just going"
"1009780","1011880"," to structure up this last section here. "
"1011880","1014320"," You can see how it consists of a"
"1014320","1017660"," lot more structure points, literally creating a bunch"
"1017660","1020580"," of little higher lows and higher highs throughout"
"1020580","1021640"," the whole entire way."
"1022220","1024900"," And this is obviously happening a lot faster"
"1024900","1028060"," than the four hour timeframe than the daily"
"1028060","1030099"," timeframe, so on and so forth."
"1030460","1033319"," So if you notice right here, this market"
"1033319","1036880"," on the 30 minute timeframe looks very different"
"1036880","1038280"," than you would want it to. "
"1038359","1039980"," Now, what do I mean by that?"
"1040000","1040839"," It's very confusing."
"1040839","1041940"," Well, don't worry."
"1042060","1043180"," It's about to make a lot of sense"
"1043180","1043880"," right now. "
"1044560","1046720"," So I'm just pretty much dragging this all"
"1046720","1048980"," the way back to our four hour section,"
"1049100","1051780"," which is going to be right around over"
"1051780","1052120"," here."
"1052840","1054420"," So what I have done right here is"
"1054420","1057440"," I've literally brought in this zoomed in section"
"1057440","1062560"," of the entry area of GBPUSD on the"
"1062560","1065100"," 30 minutes from the four hours."
"1065200","1066440"," So this is the four hour timeframe. "
"1066680","1068640"," Now, this is what it looks like on"
"1068640","1069960"," the 30 minute timeframe."
"1069960","1073060"," So I've obviously only focused on this section"
"1073060","1074800"," here, because if I were to pretty much"
"1074800","1077540"," go back, all this would look very rubbish,"
"1077580","1079540"," it would have a lot of different structure"
"1079540","1082020"," points and doesn't matter to what we're about"
"1082020","1082740"," to do right now."
"1083400","1086260"," So if this is what the four hour"
"1086260","1089400"," timeframe looks like, and we've understood that this"
"1089400","1091240"," timeframe is bearish, I'm just going to put"
"1091240","1092340"," it here so it's very visual. "
"1093040","1095740"," And this is what the 30 minute timeframe"
"1095740","1096820"," looks like."
"1096820","1099880"," What is this 30 minute timeframe doing right"
"1099880","1100180"," now?"
"1100620","1104340"," Are we actively bullish or are we actively"
"1104340","1105360"," bearish?"
"1105800","1109320"," Well, once again, probably to a beginner trader,"
"1109640","1113160"," this timeframe might be bearish, but they're actually"
"1113160","1113960"," wrong."
"1114600","1116600"," This timeframe is bullish. "
"1117220","1121240"," This market was creating lower lows, lower highs,"
"1121360","1123420"," lower lows, lower highs, lower lows, lower highs,"
"1123520","1124040"," lower lows."
"1124360","1126800"," And we have now shifted to the upside,"
"1127100","1130920"," making this 30 minute timeframe bullish."
"1131380","1133980"," So now that this 30 minute timeframe is"
"1133980","1136580"," bullish, well, it doesn't mean that it's the"
"1136580","1138700"," right time to enter this trade because we"
"1138700","1141440"," are looking to sell and we can only"
"1141440","1144180"," sell when we have a bearish market. "
"1144880","1147580"," If we have a lower timeframe, which is"
"1147580","1149660"," the timeframe that we're going to enter, that"
"1149660","1153520"," is against our overall top down analysis trend."
"1154140","1156180"," It simply does not make sense to enter"
"1156180","1156560"," the trade."
"1156880","1159720"," The lower timeframes have not shifted the structure"
"1159720","1162600"," yet, making it not logical to enter the"
"1162600","1162840"," trade. "
"1163360","1165040"," So this right here would be a perfect"
"1165040","1167620"," example of a loss that a trader would"
"1167620","1170740"," take or a position that I personally would"
"1170740","1171160"," avoid."
"1171380","1173520"," So to make this very simple and very"
"1173520","1175840"," straight to the point, it simply comes down"
"1175840","1176540"," to this."
"1176540","1178780"," If this is going to be, let's say,"
"1179020","1181980"," the four hour timeframe and this is what"
"1181980","1184300"," the market would look like on the four"
"1184300","1186220"," hour and if I were to divide it"
"1186220","1189360"," from four hour to then 30 minutes, this"
"1189360","1190860"," is what it would look like on the"
"1190860","1191360"," 30 minute. "
"1191560","1193200"," Let me just make it a very clear"
"1193200","1196160"," cut through version of what it could look"
"1196160","1198300"," like following the same path."
"1198520","1201040"," This is simply going from the four hour"
"1201040","1202280"," to the 30 minute timeframe."
"1202520","1204080"," They're obviously exactly the same. "
"1204440","1207760"," This is simply just four hour and then"
"1207760","1210100"," this is going to be 30 minutes."
"1211560","1214440"," We are analyzing this market, looking to take"
"1214440","1215280"," this trade to the upside."
"1215960","1217180"," This is where we would wait for this"
"1217180","1219460"," pullback here to then buy. "
"1220100","1221520"," This is going to be the key of"
"1221520","1224160"," a patient trader waiting for this area to"
"1224160","1226000"," hit to then enter the position."
"1226260","1229500"," Now, this is where top down analysis is"
"1229500","1233220"," so crucial because this pullback right here is"
"1233220","1235160"," going to give you the perfect confirmation that"
"1235160","1236240"," you have to wait."
"1236660","1237040"," Why?"
"1237260","1241060"," Because now this timeframe has gone bearish all"
"1241060","1243000"," the way up to this area in here"
"1243000","1246900"," and you cannot enter this market as long"
"1246900","1249280"," as this market continues bearish. "
"1249420","1252680"," You could only enter on this market once"
"1252680","1257580"," it has shifted with the overall timeframes from"
"1257580","1258560"," the top analysis."
"1258950","1261760"," If the four hour and then the daily"
"1261760","1265260"," timeframe are bullish, you want to make sure"
"1265260","1268960"," that then the 30 minute timeframe is also"
"1268960","1273360"," bullish with the overall timeframes on the pullback."
"1273420","1276360"," It went bearish and then we have to"
"1276360","1278640"," wait for it to simply go bullish so"
"1278640","1281620"," we can then continue to take this trade"
"1281620","1282640"," to the upside. "
"1283080","1284840"," The key is when you're going to enter"
"1284840","1287380"," the trade on the lower timeframes, you want"
"1287380","1290040"," to make sure that it aligns with the"
"1290040","1293000"," trend of the overall top down analysis."
"1293060","1294740"," If you were to write down one thing"
"1294740","1296560"," from this one entire video, that would be"
"1296560","1297020"," it right there."
"1297100","1299360"," So pause the video, watch it, and as"
"1299360","1301440"," you pause the video, hit that subscribe button"
"1301440","1303760"," because this shit right here took me like"
"1303760","1305320"," two and a half years to understand. "
"1305500","1306940"," And the fact that I'm just putting it"
"1306940","1308580"," in this video right now is actually crazy."
"1308720","1310260"," So hit that subscribe button right now because"
"1310260","1312680"," nobody else is making it as simple and"
"1312680","1314420"," as effective as I am right now because"
"1314420","1317440"," this alone can boost your win rate by"
"1317440","1319240"," 25 to 30%."
"1319240","1320940"," So make sure you hit that subscribe button. "
"1321120","1323900"," So this obviously looks very simple on line"
"1323900","1324440"," chart, right?"
"1324460","1325740"," But we don't trade line charts."
"1325840","1326840"," We trade candlesticks."
"1326960","1328000"," Let me actually show you how it looks"
"1328000","1329260"," like on the candlestick section. "
"1329460","1331040"," So I'm just going to pretty much hold"
"1331040","1332580"," on to this for just a quick second."
"1333120","1334380"," I'm going to show you guys on this"
"1334380","1337540"," very live example that I'm actually very eager"
"1337540","1338580"," to enter right now."
"1338580","1340200"," So as you guys can see, this is"
"1340200","1343320"," a very clear shift of structure and we"
"1343320","1345480"," were to start off from the daily timeframe. "
"1345600","1347100"," Well, let's start off from the weekly, right?"
"1347180","1349960"," Weekly we can very clearly tell that we"
"1349960","1352360"," have had a lower low, lower high, lower"
"1352360","1352680"," low."
"1352960","1354100"," Now we've had a higher high."
"1354280","1356980"," Weekly timeframe is actually bullish, but you can"
"1356980","1359200"," see how we have very strong weekly rejection"
"1359200","1361780"," candlesticks confirming to us that this can pretty"
"1361780","1363680"," much not like this area and have a"
"1363680","1365920"," deeper pullback to then continue to head to"
"1365920","1368580"," the outside because the overall trend is bullish"
"1368580","1369720"," on the weekly timeframe. "
"1370040","1372160"," Now starting from the top, we're going our"
"1372160","1373960"," way down to the daily timeframe."
"1374280","1375620"," You can see that the daily timeframe has"
"1375620","1378260"," actually shifted structure beautifully."
"1378960","1380360"," You can see how we have a very"
"1380360","1385260"," valid left head and then a right shoulder. "
"1385500","1388040"," You have confirmed broken through the neckline of"
"1388040","1388820"," that head and shoulder."
"1389000","1392700"," Well, now this timeframe is bearish."
"1392760","1395800"," So we have two completely different timeframes telling"
"1395800","1397140"," us two completely different things. "
"1397140","1398140"," It's 50 50."
"1398380","1400060"," You want to go with the weekly 50 "
"1400060","1401580","% of going up, you want to go"
"1401580","1403540"," with the daily 50% chance of going"
"1403540","1403820"," down."
