"start","end","text"
"334670","336810"," the radar for day two and then this"
"336810","337510"," trade happened. "
"339030","340730"," Stop is just below the low of that"
"340730","343950"," little consolidation, that puppy dog consolidation."
"344510","347210"," Our entry is the break and that hold"
"347210","349410"," right above the pre-market high, right above"
"349410","351170"," that puppy dog consolidation."
"351170","353710"," This is a day two puppy dog above"
"353710","354510"," pre-market high. "
"354830","357270"," The key to this trade and what a"
"357270","359210"," lot of people miss is the correlations."
"359850","362230"," Now, this pre-market high is also at"
"362230","363950"," that key round number at 300."
"364530","367290"," If this little pause, this puppy dog consolidation"
"367290","369990"," is happening below 300, this trade's a no "
"369990","370190","-go. "
"370790","373630"," Above 300, it's a great scalp to take."
"374270","376570"," For our target, we're going to use the"
"376570","379310"," momentum stalling as our reason to sell."
"379310","381770"," This is a Momo trade, just scalp the"
"381770","384030"," momentum or in this case, you can use"
"384030","385970"," the 9 EMA as a guide. "
"386490","388450"," So the first time we get a close"
"388450","391190"," below the 9 EMA, that's a reason for"
"391190","393370"," the momentum to be done for now."
"393870","395310"," All right, so you already noticed that we"
"395310","398850"," hear an audio when this trade's really setting"
"398850","399530"," up for us."
"399710","401470"," This is a cue we can pay attention"
"401470","401810"," to. "
"402030","403630"," These pings are a part of scalp radar"
"403630","406010"," and they're almost a reminder to get into"
"406010","407310"," focus mode."
"407310","410430"," On days like this one, we're studying, when"
"410430","413110"," the market's sort of moving all around, things"
"413110","416870"," are trading all around, up and down, lots"
"416870","420150"," of setups, but only a few of them"
"420150","421430"," really turn into trades."
"422070","423690"," We wind up passing on a lot of"
"423690","426190"," potential ideas, but it's a process of getting"
"426190","429130"," ready and seeing if there might be a"
"429130","431270"," trade there and if it's not, just passing. "
"431270","433690"," They make it too easy on days like"
"433690","435890"," this to get locked into a single idea"
"435890","437670"," when things are moving around so much."
"438030","439010"," So we can take a look at a"
"439010","440730"," single name and we can quickly start to"
"440730","443450"," invent trades because it feels like the movement"
"443450","446450"," around is actually trading edge, it's signal."
"446910","449910"," But there's typically just distractions because the movement"
"449910","452350"," can set up real edge, but we still"
"452350","454550"," need that edge, we still need that signal. "
"454970","457630"," And using this as an indicator to look"
"457630","460670"," for edge versus an indicator to take action"
"460670","463170"," gives you the confidence to pass on things"
"463170","464350"," that aren't showing you edge."
"464770","466830"," This is a powerful process we use."
"467250","469230"," That noise doesn't tell us to take a"
"469230","471770"," trade, it tells us to pay attention to"
"471770","473850"," see if the opportunity is there for us"
"473850","474510"," to take a trade. "
"474910","477190"," Alright, this is a VWAP continuation trade we"
"477190","478530"," took in B-I-L-L."
"478950","480430"," This is a trade that I have to"
"480430","482150"," be honest, 100% I thought I was"
"482150","483150"," going to get stopped out at."
"483490","485550"," There's a huge lesson here, there's a rookie"
"485550","488150"," error coming, and I have to make sure"
"488150","489790"," I prevent it next time before it happens. "
"489790","493330"," So the VWAP continuation, with the trade you"
"493330","495410"," are looking for, you're looking for a first"
"495410","497850"," move higher and then a pullback into VWAP"
"497850","499710"," and then the buyer stepping in and showing"
"499710","502950"," demand exists right at either just above or"
"502950","503830"," just below VWAP."
"504050","505650"," And your stop's going to go below the"
"505650","508430"," pullback low, 2 cents below the pullback low"
"508430","508970"," to be exact."
"509110","510550"," You'll see why that matters in a second. "
"511590","514250"," We buy back above VWAP and we enter"
"514250","515490"," there, that was my entry."
"515730","517169"," As soon as it got back above VWAP,"
"517250","518070"," I jumped right in."
"518070","520350"," Honestly, I still don't know how I didn't"
"520350","522750"," get stopped out here, but look left on"
"522750","523049"," the chart. "
"523210","526750"," Notice that little consolidation before the breakdown towards"
"526750","527110"," VWAP."
"527490","529330"," That was a red flag for this scalp."
"529710","532430"," We don't want that in this VWAP continuation"
"532430","532990"," trade. "
"533190","536410"," We just don't want the long consolidation before"
"536410","537690"," that drop into VWAP."
"537990","540290"," We want a grindy move into VWAP that"
"540290","543210"," then accelerates as it approaches VWAP and then"
"543210","544510"," just finds the buyers right there."
"545490","547570"," It's not a surprise as it gets kind"
"547570","550050"," of sold after that initial pop and it"
"550050","551790"," looks like it's going to roll over there. "
"552130","553950"," What the surprise is, is that the sellers"
"553950","555510"," weren't even able to take out the lows"
"555510","557230"," of the first move and stop us out."
"557670","559130"," It really should have."
"559290","561330"," It should have wicked us out and then"
"561330","562890"," decided it was going to go higher or"
"562890","563050"," lower. "
"563370","565330"," But the fact that it didn't, well that"
"565330","565870"," was telling."
"566570","568290"," Had I been more focused on this name,"
"568390","570130"," it could have created a real opportunity to"
"570130","573410"," add more when it was cleanly holding above"
"573410","575110"," VWAP with this little bit."
"576210","578170"," Looking for it to hold above high of"
"578170","579710"," day and then look for a continuation. "
"580850","582650"," And then just trail the rest out waiting"
"582650","585890"," for a distinct lower low and lower high"
"585890","586570"," to get put in."
"586890","589130"," This trade turned into a really good trending"
"589130","589550"," trade."
"590270","593490"," It ultimately didn't really put in a lower"
"593490","595190"," high and a lower low. "
"595650","598210"," So in theory, you wouldn't have been stepped"
"598210","599270"," out of this trade at all."
"599270","601970"," Those buyers that didn't let us get stopped"
"601970","603750"," out were just there for the rest of"
"603750","604110"," the day."
"604630","606690"," I had moved on to a really different"
"606690","609250"," trade and so wasn't really paying attention to"
"609250","609550"," this one. "
"609730","611510"," But this is a great lesson to learn."
"611710","613870"," When you should get stopped out and you"
"613870","617830"," do not, do not over manage the trade."
"618090","620210"," Just say thank you, allow the trade to"
"620210","621490"," play out and move on. "
"621710","623310"," In this case, I exited all of it"
"623310","625630"," into high of day and then didn't even"
"625630","627210"," give it a chance to turn into a"
"627210","627870"," much better trade."
"628370","630130"," Alright, we're coming back to Nvidia now."
"630310","633330"," We talked about if this thing really started"
"633330","635250"," to extend lower, it might turn into a"
"635250","636570"," really good bounce trade. "
"636990","638510"," We might be looking for some sort of"
"638510","639570"," consolidation to occur."
"639870","642090"," So this rubber band, I'm going to size"
"642090","643750"," up because of what I saw on the"
"643750","645450"," tape at a key support level."
"646190","647690"," So we've talked about the short and how"
"647690","649310"," it worked almost too well. "
"649590","650550"," That was information."
"651410","654670"," This stock really wasn't likely to unwind today."
"654670","657550"," It could have, but it wasn't really a"
"657550","658430"," high probability. "
"659090","661090"," When it accelerates lower and even more, when"
"661090","663970"," it accelerated lower into a key support area"
"664610","667690"," with a distinct and noticeable change in the"
"667690","669570"," tape, look out."
"669930","671410"," That's a rubber band scalp."
"672090","674710"," This one got sized up really quickly because"
"674710","676230"," what we see on the tape. "
"676450","678670"," Notice that flurry of bids right there."
"679010","682470"," How the tape just totally shifts and the"
"682470","684290"," bids jump in and it's like, wow, that"
"684290","686330"," was noticeably different than what I had seen"
"686330","686730"," before."
"687110","688690"," That tape action at the low of the"
"688690","691110"," day into that support area after an extension"
"691110","693490"," is often like this grand finale for the"
"693490","693690"," day. "
"693790","696170"," It's the last flurry of activity from the"
"696170","696930"," fireworks show."
"697110","699150"," So when everybody's saying, wow, it feels like"
"699150","700430"," the whole sky lit up."
"700890","702710"," But then the selling is just over. "
"703170","705250"," The sellers are so often done when you"
"705250","706430"," see this, done for the day."
"706810","709030"," And the stock will just start to normalize."
"709030","711210"," We get the change in the tape and"
"711210","713070"," this is telling us that the rubber band"
"713070","713670"," is on. "
"714350","715850"," Our stop goes below the low of the"
"715850","716070"," day."
"716450","718290"," Two cents below the low of the day."
"718810","720110"," Our target is V1. "
"720590","722990"," Honestly, in this trade with that sort of"
"722990","725390"," price action, that tape, the selling should be"
"725390","726090"," totally done."
"726370","728630"," So it should not get stuck and hold"
"728630","729250"," near the lows."
"729850","732530"," If that's happening, we need to reconsider very,"
"732530","733330"," very quickly. "
"733810","735690"," The stock should start to normalize, should start"
"735690","736910"," to grind back higher."
"736910","738790"," And it does, so we can stay with"
"738790","739230"," this trade."
"739550","740910"," But guys, if it was going to hold"
"740910","742930"," at the lows, this is a bad sign"
"742930","744050"," for this trade. "
"744250","746230"," And a sign one big seller may be"
"746230","749730"," done, but other big sellers are still selling"
"749730","750290"," the stock."
"751390","753850"," We have to see that distinct and noticeable"
"753850","755990"," bounce after you see that price action."
"756750","758490"," We get a total gift here. "
"758830","760550"," This is one of the most boring scalps"
"760550","762430"," and it's somehow one of the biggest scalps"
"762430","763110"," that you can make."
"763730","765710"," As this trade kind of continues to play"
"765710","767210"," out, you notice this pull-in."
"767570","769070"," Doesn't it feel like a threat or maybe"
"769070","769910"," isn't an opportunity?"
"770850","772470"," It could be a big seller coming in. "
"772570","774790"," Yeah, but we have a specific thing to"
"774790","776770"," look for here and it shows up right"
"776770","777450"," now."
"778110","780350"," When there's this little roll and then you"
"780350","782710"," see that rebid, that was just a trap."
"783250","785650"," It's like we've seen things falling at the"
"785650","788450"," highs, trapping the chasers in mega cap names"
"788450","789070"," on the open. "
"789270","790650"," But we've also seen a lot of these"
"790650","793210"," same mega caps failing at the lows."
"793590","794950"," They look like they're going to roll back"
"794950","795370"," over."
"795370","797750"," They trap late shorts with price action just"
"797750","798230"," like this. "
"798370","800830"," And then they set up really great backside"
"800830","801610"," scalps."
"802030","803690"," We're already in the rubber band."
"803770","805390"," We already had that rubber band with the"
"805390","806170"," target of VWAP. "
"806570","808530"," But when the stock offers you more, you"
"808530","809370"," don't say no thanks."
"809850","810890"," You just say thank you."
"811430","813010"," It gives you another opportunity. "
"813350","815010"," And if it does step into it and"
"815010","816050"," enjoy it."
"816670","819170"," So once we get that higher low and"
"819170","823510"," that consolidation and then that entry, we put"
"823510","825030"," our stop below the higher low."
"825590","827430"," We really won't give it all the way"
"827430","829030"," back to that higher low, but that's where"
"829030","829890"," the stop is, right?"
"830250","832030"," The entry is right on that break of"
"832030","834430"," that little consolidation, that little range to the"
"834430","836230"," upside and our targets VWAP. "
"837150","839590"," Now, given the way that this rolled over"
"839590","841790"," and then started to rebid, those buyers stepped"
"841790","843810"," right back in, this trade should play out"
"843810","845250"," pretty quickly after that trap."
"845510","846010"," And it does."
"846430","847770"," And we can be out of the whole"
"847770","850790"," trade, both trades, into the spray up into"
"850790","851190"," VWAP. "
"851190","853610"," So we're only halfway through this day."
"853810","856470"," We've covered five scalps so quickly."
"857010","858750"," It's early in the morning still and things"
"858750","860050"," seem to be going pretty well. "
"860430","862030"," We kind of got bailed out of a"
"862030","862950"," possible mistake."
"863330","865210"," We saw how that turned out and it"
"865210","866650"," turned into an even better trade."
"866910","868990"," But now let's look at a failure and"
"868990","871470"," let's see what we do with that failure. "
"872210","873730"," So doesn't this remind you a bit of"
"873730","876550"," the Nvidia and the initial pop looks good"
"876550","877970"," off of the rubber band."
"877970","881370"," But this thing does not start to grind"
"881370","881650"," up."
"881750","883870"," In fact, it kind of chases up and"
"883870","885610"," then completely does the opposite of what we"
"885610","885990"," look for. "
"886170","887250"," This is bad news bears."
"887590","889230"," This is telling us not only is this"
"889230","891890"," trade not working, it's not working the way"
"891890","892430"," we want."
"893250","895810"," I always label this sort of fake strength. "
"896210","898090"," Here's the tiny detail that gives it away."
"898670","901990"," See how it pushes higher but then fails"
"901990","902570"," to get higher."
"902590","905690"," Not once, not twice, but three times. "
"905830","906950"," It just stops working."
"907630","910990"," When that happens, especially after a rubber band,"
"911450","913330"," instead of letting it all the way go"
"913330","915350"," back to the lows and completely stop us"
"915350","918250"," out, when it's had time go by like"
"918250","922010"," this, especially when it's tried once, twice, three"
"922010","924870"," times to press higher and it can't, you"
"924870","927730"," have to scratch that trade and look at"
"927730","928530"," it as information."
"929210","931030"," This is likely going to be a rip"
"931030","932370"," if we hold it all the way back"
"932370","932850"," to the lows. "
"933230","933950"," So here's the key."
"934590","938190"," How we take losses matters a ton because"
"938190","940790"," losses can be frustrating or they can be"
"940790","941450"," information."
"942230","944950"," In this case, we let that loss turn"
"944950","945910"," into information. "
"946570","947970"," Did we want this to go right back"
"947970","949430"," to VWAP and turn into a really good"
"949430","949630"," trade?"
"949750","951730"," Of course, but it didn't."
"952170","954130"," And what happened next gave us our next"
"954130","954490"," trade."
"954870","956630"," So we absorb the information. "
"957130","959050"," This allows us to see this big dog"
"959050","960330"," consolidation that occurs."
"960930","962650"," Now the rubber band didn't work."
"962650","964210"," The sellers aren't done. "
"964950","967730"," We allow this consolidation to build and build"
"967730","968510"," and build."
"969190","971570"," When we see those attempts to get higher"
"971570","974790"," that just can't get higher, especially after we"
"974790","977350"," have this nice sweeping down move and the"
"977350","979710"," stock really should revert very nicely to the"
"979710","981490"," upside, the sellers should be done, but they"
"981490","981970"," don't."
"982890","985270"," We can look for that real change where"
"985270","987350"," the sellers step back in and we can"
"987350","989150"," turn this into a big dog consolidation. "
"990170","992950"," Right there, right where it started to roll"
"992950","995890"," over, that's the moment where this is the"
"995890","997490"," scalp I'd show a rookie."
"998110","1000390"," It's simple, it's clean, it's repeatable."
"1000990","1003070"," You need the time to let this trade"
"1003070","1005010"," develop, but once it does, it gives us"
"1005010","1006570"," such a clear opportunity. "
"1007250","1009730"," This is the one I got completely wrong"
"1009730","1012630"," first, but this is the one that paid"
"1012630","1014290"," as I adjusted."
"1014770","1016110"," I used that information."
"1016650","1018550"," You know, even for this one, when you"
"1018550","1020670"," recognize that it just can't get higher, you"
"1020670","1022190"," can sort of put that trade on predicting"
"1022190","1024210"," a bit, but once I saw that change,"
"1024210","1025690"," it was time to go. "
"1026170","1028470"," You take that first stop as it looks"
"1028470","1029750"," like it's going to roll over and then"
"1029750","1032369"," pops and then it doesn't go higher."
"1033010","1034970"," The sellers just absolutely take control."
"1035690","1037750"," That's where the stop goes above that high"
"1037750","1038510"," of that little pop. "
"1038829","1041650"," You're targeting two measured moves."
"1041990","1043410"," So you take the width of the range,"
"1043810","1046450"," you're looking for one measured move, a second"
"1046450","1047109"," measured move."
"1047590","1049590"," That's how you manage the big dog consolidation. "
"1050830","1052790"," Didn't do anything special, but it was a"
"1052790","1055550"," really good solid trade that showed up simply"
"1055550","1059250"," because one trade didn't work and it just"
"1059250","1061670"," didn't work the right way, so we can"
"1061670","1064530"," use that information and let another trade set"
"1064530","1065870"," up for us, which is what happened."
"1066810","1068190"," All right, so this one I almost missed,"
"1068190","1069590"," but I was alerted to it as it"
"1069590","1071590"," was being bought, and it was being bought"
"1071590","1074530"," in this very specific way, a way that"
"1074530","1076550"," gives us some edge in a stock, allows"
"1076550","1078250"," us to look for that fashionably late."
"1079130","1081310"," This stock, we were looking for it to"
"1081310","1082390"," break out of the range. "
"1082870","1085030"," The fashionably late showed up as the buyers"
"1085030","1086370"," started to step in."
"1087170","1088770"," Do you see how those buyers came up"
"1088770","1089530"," off the low?"
"1089830","1092910"," The consistency of that buy program, the way"
"1092910","1095050"," we had that first dip out and then"
"1095050","1097470"," that rebid occurred almost immediately."
"1097990","1100430"," Now, I wasn't paying attention to this enough"
"1100430","1102710"," to catch the backside, and honestly, it wasn't"
"1102710","1105410"," the trade I was looking for, but once"
"1105410","1107930"," I got alerted to the fashionably late that"
"1107930","1110790"," was setting up, it allowed me to really"
"1110790","1112030"," focus in on this stock. "
"1113010","1115250"," I can enter when that 9 EMA crosses"
"1115250","1116210"," above VWAP."
"1116630","1118670"," As price action gets above VWAP and we"
"1118670","1122030"," hear that, and then that 9 EMA crosses,"
"1122350","1123250"," that's the entry."
"1123410","1125590"," When we have that increase in volume, that's"
"1125590","1127190"," really what we want to see. "
"1128250","1129950"," Our stop can go a third of the"
"1129950","1131730"," way below the range and we can target"
"1131730","1134190"," the entirety of that range from the low"
"1134190","1135890"," to where the cross occurred."
"1137590","1139670"," Once we enter the trade, a lot of"
"1139670","1141670"," people ask, do you move your stop up"
"1141670","1142890"," in the fashionably late?"
"1143090","1143750"," And you can."
"1144570","1146070"," And a lot of times we will. "
"1146550","1148870"," As it gets closer to target, especially if"
"1148870","1151050"," you have a good momentum move higher, you"
"1151050","1153330"," can start to trail your stop up a"
"1153330","1153930"," little bit."
"1154710","1156290"," You have to be aware sometimes it dips"
"1156290","1157870"," out, but then you want to see those"
"1157870","1162590"," buyers come in and you trail it right"
"1162590","1165670"," into your exit, which happens to be a"
"1165670","1168430"," really nice measured move, and then you just"
"1168430","1168890"," move on."
"1169190","1170390"," It's a really good scout. "
"1171530","1172650"," All right, so this is one of my"
"1172650","1173330"," favorite trades."
"1173390","1174850"," It's above the clouds, right?"
"1175110","1177210"," This stock was bought all morning, had this"
"1177210","1179970"," grindy look towards VWAP, looked like it was"
"1179970","1181430"," going to put in a really good backside,"
"1181550","1183450"," and then what happened right at noon when"
"1183450","1185210"," things are kind of starting to slow down"
"1185210","1187730"," and we're slowing down our trading a lot,"
"1188750","1190410"," we see that backside fail."
"1190690","1192870"," When a backside fails, sometimes it's a really"
"1192870","1193910"," good long right there. "
"1194190","1195970"," Other times you just want to wait and"
"1195970","1198290"," let the price action get above the clouds,"
"1198770","1200970"," like we see here, and then we want"
"1200970","1202470"," to look for that continuation trade."
"1202870","1203910"," Here's a quick story."
"1204470","1206290"," A trader had called this level like way"
"1206290","1206910"," in advance. "
"1207130","1209290"," On the first move higher, that initial move"
"1209290","1211290"," higher, one of the traders says, if this"
"1211290","1213470"," ever holds above these highs, it's going to"
"1213470","1214870"," get a great move."
"1214870","1217270"," It was almost sad because he didn't stick"
"1217270","1219170"," with the name, but it offered us such"
"1219170","1220070"," a clean move."
"1220490","1222090"," He came back from like getting some lunch"
"1222090","1223930"," or something and he couldn't believe that he"
"1223930","1224930"," missed this entry. "
"1225250","1228470"," It's so easy when you see that long"
"1228470","1231650"," consolidation, that pull in towards VWAP that then"
"1231650","1233310"," the buyers start to get in and then"
"1233310","1236450"," that little hold above the highs or right"
"1236450","1238630"," at the highs, and then even more importantly,"
"1238870","1241730"," when you get that large volume increase on"
"1241730","1242090"," the break."
"1242090","1244410"," Your stop can just go below the low"
"1244410","1246750"," of the consolidation and you can trail this"
"1246750","1247790"," exit out."
"1248350","1250510"," What you're really looking for is it to"
"1250510","1253870"," completely blow off and put in a lower"
"1253870","1257830"," high and then a lower low, or you"
"1257830","1259610"," can just try and trail it until the"
"1259610","1260130"," end of the day. "
"1260750","1262670"," So this was almost a little unfortunate, but"
"1262670","1265250"," it turned into another really good opportunity and"
"1265250","1267590"," it actually caused us to stop out first"
"1267590","1270250"," and then look for that trade to show"
"1270250","1270630"," up again."
"1270630","1271910"," So we're gonna get into a little bit"
"1271910","1274830"," of detail here that's really important and to"
"1274830","1276750"," see how much we have to adjust our"
"1276750","1278870"," thinking and not allow our ego to get"
"1278870","1279250"," in the way."
"1279470","1280650"," We're almost done with this. "
"1280730","1282290"," This is the 10th trade, if you can"
"1282290","1282850"," believe it or not."
"1283210","1285530"," You see how we get that complete blow"
"1285530","1287930"," off move, that real acceleration, and we get"
"1287930","1289630"," that hard down move, right?"
"1289770","1291570"," It looks like it's a rubber band happening."
"1292070","1293870"," It looks like it's gonna roll over from"
"1293870","1294330"," that point. "
"1294570","1296250"," We can enter the rubber band short."
"1296830","1298910"," I understand that this thing is like way"
"1298910","1300410"," up there and it's later in the day,"
"1300530","1302290"," but this looks like a pretty good trade."
"1303290","1307270"," What's fascinating is it then accelerates even more. "
"1307530","1308990"," So we have to take our stop because"
"1308990","1310810"," our stop for the rubber band is above"
"1310810","1312090"," the high of the day."
"1312930","1315110"," Ego for everyone was saying this is just"
"1315110","1317130"," up too much and I'll short it."
"1317930","1321090"," The discipline says I'll actually just wait and"
"1321090","1324490"," probably not take another trade unless I see"
"1324490","1327770"," that sustained buying trace and then drop. "
"1327770","1329670"," Do you see that buyer in that last"
"1329670","1330030"," moment?"
"1331130","1333090"," You see that acceleration of the tape?"
"1333470","1334250"," Watch him vanish."
"1335070","1336150"," That's your cue."
"1337530","1339930"," The entire thing is this combination of checks"
"1339930","1341530"," in favor for the trade. "
"1341730","1344650"," The extension, then the overextension, then the move"
"1344650","1346210"," into that big round number at 250."
"1346850","1348970"," When we get that run and then that"
"1348970","1351350"," change on the tape, that's a trade we"
"1351350","1351750"," can take."
"1352290","1354550"," I usually won't take these trades like when"
"1354550","1356990"," it's accelerating after a good above the clouds,"
"1356990","1358870"," but man, when it sets up, you have"
"1358870","1360290"," to put the risk back on. "
"1360730","1362110"," And in fact, the first time when it"
"1362110","1365170"," extended, it gave this good mean reversion idea,"
"1365670","1366770"," but not a good trade."
"1367250","1369090"," The rubber band was set up, but it"
"1369090","1370230"," wasn't quite as good."
"1370490","1372310"," The second one gave a real trade. "
"1372650","1374070"," You notice this tape speed up."
"1374190","1375190"," That's the green light."
"1375550","1377210"," That's when that occurs. "
"1377610","1378830"," It's not the candle shape."
"1379070","1380090"," It's not anything else."
"1380290","1382850"," It's that really big push up into that"
"1382850","1383590"," resistance area. "
"1383870","1385590"," And remember how much we saw that tape"
"1385590","1386450"," change in NVIDIA?"
"1386450","1387930"," Think about the same thing."
"1388210","1389930"," We just saw the tape change here."
"1390290","1391970"," Our stop would go right above the highs. "
"1392210","1394810"," We're not looking for it to really roll"
"1394810","1396310"," all the way back in at this time"
"1396310","1398110"," of day, but we're looking for it to"
"1398110","1400110"," normalize a little bit, and it certainly does."
"1400790","1403050"," Now, I exited this trade way too early,"
"1403210","1404770"," but I was okay with that."
"1404970","1406990"," I got what I was looking for, which"
